Product_Name,Brand_Name,Model_Code,Category,Price_THB,Product_URL,Source,Collection_Date,Normalized_Category
เหล็ก HB H Beam เอชบีม 200x200 SS400 (HB 200x200),OneStockHome,64862022.0,steel,18443.04,https://www.onestockhome.com/th/products/96112715/h-beam-200x200-ss400_sys?item_id=64862022,OneStockHome,2026-04-30,Steel
เหล็ก HB H Beam เอชบีม 125x125 SS400 (HB 125x125),OneStockHome,73542635.0,steel,6597.36,https://www.onestockhome.com/th/products/14471660/h-beam-125x125-ss400_sys?item_id=73542635,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 300x150 SS400 (HB 300x150),OneStockHome,37036047.0,steel,13564.32,https://www.onestockhome.com/th/products/90892520/wide-flange-300x150-ss400-hb-300x150_sys?item_id=37036047,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 400x200 SS400 (HB 400x200),OneStockHome,30959412.0,steel,24393.6,https://www.onestockhome.com/th/products/82686810/wide-flange-400x200-ss400-hb-400x200_sys?item_id=30959412,OneStockHome,2026-04-30,Steel
เหล็กไอบีม 150x75 SYS (IB 150x75),SYS,43056881.0,steel,6833.16,https://www.onestockhome.com/th/products/42047861/i-beam-150x75-ss400_sys?item_id=43056881,OneStockHome,2026-04-30,Steel
เหล็ก HB H Beam เอชบีม 100x100 SS400 (HB 100x100),OneStockHome,92533427.0,steel,4767.84,https://www.onestockhome.com/th/products/49781554/h-beam-100x100-ss400_sys?item_id=92533427,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 350x175 SS400 (HB 350x175),OneStockHome,95775116.0,steel,18332.16,https://www.onestockhome.com/th/products/41816986/wide-flange-350x175-ss400-hb-350x175_sys?item_id=95775116,OneStockHome,2026-04-30,Steel
เหล็ก HB H Beam เอชบีม 250x250 SS400 (HB 250x250),OneStockHome,12793528.0,steel,20069.28,https://www.onestockhome.com/th/products/97826100/h-beam-250x250-ss400_sys?item_id=12793528,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 150x75 SS400 (HB 150x75),OneStockHome,63712447.0,steel,2587.2,https://www.onestockhome.com/th/products/43009828/wide-flange-150x75-ss400-hb-150x75_sys,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 250x125 SS400 (HB 250x125),OneStockHome,72804216.0,steel,5470.08,https://www.onestockhome.com/th/products/63625668/wide-flange-250x125-ss400-hb-250x125_sys,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 250x125 SS400 (HB 250x125),OneStockHome,87232312.0,steel,10940.16,https://www.onestockhome.com/th/products/63625668/wide-flange-250x125-ss400-hb-250x125_sys?item_id=87232312,OneStockHome,2026-04-30,Steel
เหล็ก HB H Beam เอชบีม 150x150 SS400 (HB 150x150),OneStockHome,34124564.0,steel,8731.8,https://www.onestockhome.com/th/products/38937061/h-beam-150x150-ss400_sys?item_id=34124564,OneStockHome,2026-04-30,Steel
เหล็ก HB H Beam เอชบีม 100x100 SS400 (HB 100x100),OneStockHome,59233873.0,steel,6357.12,https://www.onestockhome.com/th/products/49781554/h-beam-100x100-ss400_sys?item_id=59233873,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 200x100 SS400 (HB 200x100),OneStockHome,89426705.0,steel,5904.36,https://www.onestockhome.com/th/products/64958378/wide-flange-200x100-ss400-hb-200x100_sys?item_id=89426705,OneStockHome,2026-04-30,Steel
เหล็กโครงสร้าง WF ไวด์แฟรงค์ 150x75 SS400 (HB 150x75),OneStockHome,55951046.0,steel,3880.8,https://www.onestockhome.com/th/products/43009828/wide-flange-150x75-ss400-hb-150x75_sys?item_id=55951046,OneStockHome,2026-04-30,Steel
ลวดเชื่อมเหล็ก KOBE LH-2000 3.2 มม. 1 กล่อง,OneStockHome,90366405.0,steel,371.96,https://www.onestockhome.com/th/products/6115451/-kobe-lh-2000-32--1-_welding-machine_kobelco,OneStockHome,2026-04-30,Steel
N-006 ช้างแก้ว บล็อกแก้ว เพชรมงคล,ช้าง,54773084.0,bricks,311.4,https://www.onestockhome.com/th/products/86696591/n-006-glass-block-clear-color-fortune_glass-block_scg?item_id=54773084,OneStockHome,2026-04-30,Bricks
ท่อเหล็กแบน เคลือบสีกันสนิม สีแดง 3x1.5 นิ้ว 75x38 มม.,OneStockHome,94807785.0,steel,12.32,https://www.onestockhome.com/th/products/69472826/rectangular-pipe-coated-red-3x1-12-inches-75x38-mm_p-coat-18cfd6ac-02ea-45b5-b3e8-131d79d2a53f_pap-pacific-pipe?item_id=94807785,OneStockHome,2026-04-30,Steel
เหล็ก WF ไวด์แฟรงค์ SYS PB ทำสีรองพื้นกันสนิม ยาว 6 เมตร,SYS,28411898.0,steel,5329.26,https://www.onestockhome.com/th/products/5850501/wide-flange-wf-primer-bond-budget_wide-flange_sys-primerbond-budget_sys?item_id=28411898,OneStockHome,2026-04-30,Steel
เหล็กรางน้ำ SYS PB ทำสีรองพื้นกันสนิม ยาว 6 เมตร,SYS,85299153.0,steel,2894.4,https://www.onestockhome.com/th/products/52591551/channel-primer-bond-budget_channel-steel_sys-primerbond-budget_sys?item_id=85299153,OneStockHome,2026-04-30,Steel
เหล็กเอชบีม HB SYS PB ทำสีรองพื้นกันสนิม ยาว 6 เมตร,SYS,390590.0,steel,4303.44,https://www.onestockhome.com/th/products/40914022/h-beam-primer-bond-budget_h-beam_sys-primerbond-budget_sys,OneStockHome,2026-04-30,Steel
เหล็กไอบีม IB SYS PB ทำสีรองพื้นกันสนิม ยาว 6 เมตร,SYS,92507923.0,steel,6786.0,https://www.onestockhome.com/th/products/86686170/i-beam-primer-bond-budget_i-beam_sys-primerbond-budget_sys?item_id=92507923,OneStockHome,2026-04-30,Steel
